sale_id,sale_price
38558,1489300.945
38559,1489300.945
38560,1489300.945
38561,1489300.945
38562,1489300.945
38563,1489300.945
38564,1489300.945
38565,1489300.945
38566,1489300.945
38567,1489300.945
38568,1489300.945
38569,1489300.945
38570,1489300.945
38571,1489300.945
38572,1489300.945
38573,1489300.945
38574,1489300.945
38575,1489300.945
38576,1489300.945
38577,1489300.945
38578,1489300.945
38579,1489300.945
38580,1489300.945
38581,1489300.945
38582,1489300.945
38583,1489300.945
38584,1489300.945
38585,1489300.945
38586,1489300.945
38587,1489300.945
38588,1489300.945
38589,1489300.945
38590,1489300.945
38591,1489300.945
38592,1489300.945
38593,1489300.945
38594,1489300.945
38595,1489300.945
38596,1489300.945
38597,1489300.945
38598,1489300.945
38599,1489300.945
38600,1489300.945
38601,1489300.945
38602,1489300.945
38603,1489300.945
38604,1489300.945
38605,1489300.945
38606,1489300.945
38607,1489300.945
38608,1489300.945
38609,1489300.945
38610,1489300.945
38611,1489300.945
38612,1489300.945
38613,1489300.945
38614,1489300.945
38615,1489300.945
38616,1489300.945
38617,1489300.945
38618,1489300.945
38619,1489300.945
38620,1489300.945
38621,1489300.945
38622,1489300.945
38623,1489300.945
38624,1489300.945
38625,1489300.945
38626,1489300.945
38627,1489300.945
38628,1489300.945
38629,1489300.945
38630,1489300.945
38631,1489300.945
38632,1489300.945
38633,1489300.945
38634,1489300.945
38635,1489300.945
38636,1489300.945
38637,1489300.945
38638,1489300.945
38639,1489300.945
38640,1489300.945
38641,1489300.945
38642,1489300.945
38643,1489300.945
38644,1489300.945
38645,1489300.945
38646,1489300.945
38647,1489300.945
38648,1489300.945
38649,1489300.945
38650,1489300.945
38651,1489300.945
38652,1489300.945
38653,1489300.945
38654,1489300.945
38655,1489300.945
38656,1489300.945
38657,1489300.945
38658,1489300.945
38659,1489300.945
38660,1489300.945
38661,1489300.945
38662,1489300.945
38663,1489300.945
38664,1489300.945
38665,1489300.945
38666,1489300.945
38667,1489300.945
38668,1489300.945
38669,1489300.945
38670,1489300.945
38671,1489300.945
38672,1489300.945
38673,1489300.945
38674,1489300.945
38675,1489300.945
38676,1489300.945
38677,1489300.945
38678,1489300.945
38679,1489300.945
38680,1489300.945
38681,1489300.945
38682,1489300.945
38683,1489300.945
38684,1489300.945
38685,1489300.945
38686,1489300.945
38687,1489300.945
38688,1489300.945
38689,1489300.945
38690,1489300.945
38691,1489300.945
38692,1489300.945
38693,1489300.945
38694,1489300.945
38695,1489300.945
38696,1489300.945
38697,1489300.945
38698,1489300.945
38699,1489300.945
38700,1489300.945
38701,1489300.945
38702,1489300.945
38703,1489300.945
38704,1489300.945
38705,1489300.945
38706,1489300.945
38707,1489300.945
38708,1489300.945
38709,1489300.945
38710,1489300.945
38711,1489300.945
38712,1489300.945
38713,1489300.945
38714,1489300.945
38715,1489300.945
38716,1489300.945
38717,1489300.945
38718,1489300.945
38719,1489300.945
38720,1489300.945
38721,1489300.945
38722,1489300.945
38723,1489300.945
38724,1489300.945
38725,1489300.945
38726,1489300.945
38727,1489300.945
38728,1489300.945
38729,1489300.945
38730,1489300.945
38731,1489300.945
38732,1489300.945
38733,1489300.945
38734,1489300.945
38735,1489300.945
38736,1489300.945
38737,1489300.945
38738,1489300.945
38739,1489300.945
38740,1489300.945
38741,1489300.945
38742,1489300.945
38743,1489300.945
38744,1489300.945
38745,1489300.945
38746,1489300.945
38747,1489300.945
38748,1489300.945
38749,1489300.945
38750,1489300.945
38751,1489300.945
38752,1489300.945
38753,1489300.945
38754,1489300.945
38755,1489300.945
38756,1489300.945
38757,1489300.945
38758,1489300.945
38759,1489300.945
38760,1489300.945
38761,1489300.945
38762,1489300.945
38763,1489300.945
38764,1489300.945
38765,1489300.945
38766,1489300.945
38767,1489300.945
38768,1489300.945
38769,1489300.945
38770,1489300.945
38771,1489300.945
38772,1489300.945
38773,1489300.945
38774,1489300.945
38775,1489300.945
38776,1489300.945
38777,1489300.945
38778,1489300.945
38779,1489300.945
38780,1489300.945
38781,1489300.945
38782,1489300.945
38783,1489300.945
38784,1489300.945
38785,1489300.945
38786,1489300.945
38787,1489300.945
38788,1489300.945
38789,1489300.945
38790,1489300.945
38791,1489300.945
38792,1489300.945
38793,1489300.945
38794,1489300.945
38795,1489300.945
38796,1489300.945
38797,1489300.945
38798,1489300.945
38799,1489300.945
38800,1489300.945
38801,1489300.945
38802,1489300.945
38803,1489300.945
38804,1489300.945
38805,1489300.945
38806,1489300.945
38807,1489300.945
38808,1489300.945
38809,1489300.945
38810,1489300.945
38811,1489300.945
38812,1489300.945
38813,1489300.945
38814,1489300.945
38815,1489300.945
38816,1489300.945
38817,1489300.945
38818,1489300.945
38819,1489300.945
38820,1489300.945
38821,1489300.945
38822,1489300.945
38823,1489300.945
38824,1489300.945
38825,1489300.945
38826,1489300.945
38827,1489300.945
38828,1489300.945
38829,1489300.945
38830,1489300.945
38831,1489300.945
38832,1489300.945
38833,1489300.945
38834,1489300.945
38835,1489300.945
38836,1489300.945
38837,1489300.945
38838,1489300.945
38839,1489300.945
38840,1489300.945
38841,1489300.945
38842,1489300.945
38843,1489300.945
38844,1489300.945
38845,1489300.945
38846,1489300.945
38847,1489300.945
38848,1489300.945
38849,1489300.945
38850,1489300.945
38851,1489300.945
38852,1489300.945
38853,1489300.945
38854,1489300.945
38855,1489300.945
38856,1489300.945
38857,1489300.945
38858,1489300.945
38859,1489300.945
38860,1489300.945
38861,1489300.945
38862,1489300.945
38863,1489300.945
38864,1489300.945
38865,1489300.945
38866,1489300.945
38867,1489300.945
38868,1489300.945
38869,1489300.945
38870,1489300.945
38871,1489300.945
38872,1489300.945
38873,1489300.945
38874,1489300.945
38875,1489300.945
38876,1489300.945
38877,1489300.945
38878,1489300.945
38879,1489300.945
38880,1489300.945
38881,1489300.945
38882,1489300.945
38883,1489300.945
38884,1489300.945
38885,1489300.945
38886,1489300.945
38887,1489300.945
38888,1489300.945
38889,1489300.945
38890,1489300.945
38891,1489300.945
38892,1489300.945
38893,1489300.945
38894,1489300.945
38895,1489300.945
38896,1489300.945
38897,1489300.945
38898,1489300.945
38899,1489300.945
38900,1489300.945
38901,1489300.945
38902,1489300.945
38903,1489300.945
38904,1489300.945
38905,1489300.945
38906,1489300.945
38907,1489300.945
38908,1489300.945
38909,1489300.945
38910,1489300.945
38911,1489300.945
38912,1489300.945
38913,1489300.945
38914,1489300.945
38915,1489300.945
38916,1489300.945
38917,1489300.945
38918,1489300.945
38919,1489300.945
38920,1489300.945
38921,1489300.945
38922,1489300.945
38923,1489300.945
38924,1489300.945
38925,1489300.945
38926,1489300.945
38927,1489300.945
38928,1489300.945
38929,1489300.945
38930,1489300.945
38931,1489300.945
38932,1489300.945
38933,1489300.945
38934,1489300.945
38935,1489300.945
38936,1489300.945
38937,1489300.945
38938,1489300.945
38939,1489300.945
38940,1489300.945
38941,1489300.945
38942,1489300.945
38943,1489300.945
38944,1489300.945
38945,1489300.945
38946,1489300.945
38947,1489300.945
38948,1489300.945
38949,1489300.945
38950,1489300.945
38951,1489300.945
38952,1489300.945
38953,1489300.945
38954,1489300.945
38955,1489300.945
38956,1489300.945
38957,1489300.945
38958,1489300.945
38959,1489300.945
38960,1489300.945
38961,1489300.945
38962,1489300.945
38963,1489300.945
38964,1489300.945
38965,1489300.945
38966,1489300.945
38967,1489300.945
38968,1489300.945
38969,1489300.945
38970,1489300.945
38971,1489300.945
38972,1489300.945
38973,1489300.945
38974,1489300.945
38975,1489300.945
38976,1489300.945
38977,1489300.945
38978,1489300.945
38979,1489300.945
38980,1489300.945
38981,1489300.945
38982,1489300.945
38983,1489300.945
38984,1489300.945
38985,1489300.945
38986,1489300.945
38987,1489300.945
38988,1489300.945
38989,1489300.945
38990,1489300.945
38991,1489300.945
38992,1489300.945
38993,1489300.945
38994,1489300.945
38995,1489300.945
38996,1489300.945
38997,1489300.945
38998,1489300.945
38999,1489300.945
39000,1489300.945
39001,1489300.945
39002,1489300.945
39003,1489300.945
39004,1489300.945
39005,1489300.945
39006,1489300.945
39007,1489300.945
39008,1489300.945
39009,1489300.945
39010,1489300.945
39011,1489300.945
39012,1489300.945
39013,1489300.945
39014,1489300.945
39015,1489300.945
39016,1489300.945
39017,1489300.945
39018,1489300.945
39019,1489300.945
39020,1489300.945
39021,1489300.945
39022,1489300.945
39023,1489300.945
39024,1489300.945
39025,1489300.945
39026,1489300.945
39027,1489300.945
39028,1489300.945
39029,1489300.945
39030,1489300.945
39031,1489300.945
39032,1489300.945
39033,1489300.945
39034,1489300.945
39035,1489300.945
39036,1489300.945
39037,1489300.945
39038,1489300.945
39039,1489300.945
39040,1489300.945
39041,1489300.945
39042,1489300.945
39043,1489300.945
39044,1489300.945
39045,1489300.945
39046,1489300.945
39047,1489300.945
39048,1489300.945
39049,1489300.945
39050,1489300.945
39051,1489300.945
39052,1489300.945
39053,1489300.945
39054,1489300.945
39055,1489300.945
39056,1489300.945
39057,1489300.945
39058,1489300.945
39059,1489300.945
39060,1489300.945
39061,1489300.945
39062,1489300.945
39063,1489300.945
39064,1489300.945
39065,1489300.945
39066,1489300.945
39067,1489300.945
39068,1489300.945
39069,1489300.945
39070,1489300.945
39071,1489300.945
39072,1489300.945
39073,1489300.945
39074,1489300.945
39075,1489300.945
39076,1489300.945
39077,1489300.945
39078,1489300.945
39079,1489300.945
39080,1489300.945
39081,1489300.945
39082,1489300.945
39083,1489300.945
39084,1489300.945
39085,1489300.945
39086,1489300.945
39087,1489300.945
39088,1489300.945
39089,1489300.945
39090,1489300.945
39091,1489300.945
39092,1489300.945
39093,1489300.945
39094,1489300.945
39095,1489300.945
39096,1489300.945
39097,1489300.945
39098,1489300.945
39099,1489300.945
39100,1489300.945
39101,1489300.945
39102,1489300.945
39103,1489300.945
39104,1489300.945
39105,1489300.945
39106,1489300.945
39107,1489300.945
39108,1489300.945
39109,1489300.945
39110,1489300.945
39111,1489300.945
39112,1489300.945
39113,1489300.945
39114,1489300.945
39115,1489300.945
39116,1489300.945
39117,1489300.945
39118,1489300.945
39119,1489300.945
39120,1489300.945
39121,1489300.945
39122,1489300.945
39123,1489300.945
39124,1489300.945
39125,1489300.945
39126,1489300.945
39127,1489300.945
39128,1489300.945
39129,1489300.945
39130,1489300.945
39131,1489300.945
39132,1489300.945
39133,1489300.945
39134,1489300.945
39135,1489300.945
39136,1489300.945
39137,1489300.945
39138,1489300.945
39139,1489300.945
39140,1489300.945
39141,1489300.945
39142,1489300.945
39143,1489300.945
39144,1489300.945
39145,1489300.945
39146,1489300.945
39147,1489300.945
39148,1489300.945
39149,1489300.945
39150,1489300.945
39151,1489300.945
39152,1489300.945
39153,1489300.945
39154,1489300.945
39155,1489300.945
39156,1489300.945
39157,1489300.945
39158,1489300.945
39159,1489300.945
39160,1489300.945
39161,1489300.945
39162,1489300.945
39163,1489300.945
39164,1489300.945
39165,1489300.945
39166,1489300.945
39167,1489300.945
39168,1489300.945
39169,1489300.945
39170,1489300.945
39171,1489300.945
39172,1489300.945
39173,1489300.945
39174,1489300.945
39175,1489300.945
39176,1489300.945
39177,1489300.945
39178,1489300.945
39179,1489300.945
39180,1489300.945
39181,1489300.945
39182,1489300.945
39183,1489300.945
39184,1489300.945
39185,1489300.945
39186,1489300.945
39187,1489300.945
39188,1489300.945
39189,1489300.945
39190,1489300.945
39191,1489300.945
39192,1489300.945
39193,1489300.945
39194,1489300.945
39195,1489300.945
39196,1489300.945
39197,1489300.945
39198,1489300.945
39199,1489300.945
39200,1489300.945
39201,1489300.945
39202,1489300.945
39203,1489300.945
39204,1489300.945
39205,1489300.945
39206,1489300.945
39207,1489300.945
39208,1489300.945
39209,1489300.945
39210,1489300.945
39211,1489300.945
39212,1489300.945
39213,1489300.945
39214,1489300.945
39215,1489300.945
39216,1489300.945
39217,1489300.945
39218,1489300.945
39219,1489300.945
39220,1489300.945
39221,1489300.945
39222,1489300.945
39223,1489300.945
39224,1489300.945
39225,1489300.945
39226,1489300.945
39227,1489300.945
39228,1489300.945
39229,1489300.945
39230,1489300.945
39231,1489300.945
39232,1489300.945
39233,1489300.945
39234,1489300.945
39235,1489300.945
39236,1489300.945
39237,1489300.945
39238,1489300.945
39239,1489300.945
39240,1489300.945
39241,1489300.945
39242,1489300.945
39243,1489300.945
39244,1489300.945
39245,1489300.945
39246,1489300.945
39247,1489300.945
39248,1489300.945
39249,1489300.945
39250,1489300.945
39251,1489300.945
39252,1489300.945
39253,1489300.945
39254,1489300.945
39255,1489300.945
39256,1489300.945
39257,1489300.945
39258,1489300.945
39259,1489300.945
39260,1489300.945
39261,1489300.945
39262,1489300.945
39263,1489300.945
39264,1489300.945
39265,1489300.945
39266,1489300.945
39267,1489300.945
39268,1489300.945
39269,1489300.945
39270,1489300.945
39271,1489300.945
39272,1489300.945
39273,1489300.945
39274,1489300.945
39275,1489300.945
39276,1489300.945
39277,1489300.945
39278,1489300.945
39279,1489300.945
39280,1489300.945
39281,1489300.945
39282,1489300.945
39283,1489300.945
39284,1489300.945
39285,1489300.945
39286,1489300.945
39287,1489300.945
39288,1489300.945
39289,1489300.945
39290,1489300.945
39291,1489300.945
39292,1489300.945
39293,1489300.945
39294,1489300.945
39295,1489300.945
39296,1489300.945
39297,1489300.945
39298,1489300.945
39299,1489300.945
39300,1489300.945
39301,1489300.945
39302,1489300.945
39303,1489300.945
39304,1489300.945
39305,1489300.945
39306,1489300.945
39307,1489300.945
39308,1489300.945
39309,1489300.945
39310,1489300.945
39311,1489300.945
39312,1489300.945
39313,1489300.945
39314,1489300.945
39315,1489300.945
39316,1489300.945
39317,1489300.945
39318,1489300.945
39319,1489300.945
39320,1489300.945
39321,1489300.945
39322,1489300.945
39323,1489300.945
39324,1489300.945
39325,1489300.945
39326,1489300.945
39327,1489300.945
39328,1489300.945
39329,1489300.945
39330,1489300.945
39331,1489300.945
39332,1489300.945
39333,1489300.945
39334,1489300.945
39335,1489300.945
39336,1489300.945
39337,1489300.945
39338,1489300.945
39339,1489300.945
39340,1489300.945
39341,1489300.945
39342,1489300.945
39343,1489300.945
39344,1489300.945
39345,1489300.945
39346,1489300.945
39347,1489300.945
39348,1489300.945
39349,1489300.945
39350,1489300.945
39351,1489300.945
39352,1489300.945
39353,1489300.945
39354,1489300.945
39355,1489300.945
39356,1489300.945
39357,1489300.945
39358,1489300.945
39359,1489300.945
39360,1489300.945
39361,1489300.945
39362,1489300.945
39363,1489300.945
39364,1489300.945
39365,1489300.945
39366,1489300.945
39367,1489300.945
39368,1489300.945
39369,1489300.945
39370,1489300.945
39371,1489300.945
39372,1489300.945
39373,1489300.945
39374,1489300.945
39375,1489300.945
39376,1489300.945
39377,1489300.945
39378,1489300.945
39379,1489300.945
39380,1489300.945
39381,1489300.945
39382,1489300.945
39383,1489300.945
39384,1489300.945
39385,1489300.945
39386,1489300.945
39387,1489300.945
39388,1489300.945
39389,1489300.945
39390,1489300.945
39391,1489300.945
39392,1489300.945
39393,1489300.945
39394,1489300.945
39395,1489300.945
39396,1489300.945
39397,1489300.945
39398,1489300.945
39399,1489300.945
39400,1489300.945
39401,1489300.945
39402,1489300.945
39403,1489300.945
39404,1489300.945
39405,1489300.945
39406,1489300.945
39407,1489300.945
39408,1489300.945
39409,1489300.945
39410,1489300.945
39411,1489300.945
39412,1489300.945
39413,1489300.945
39414,1489300.945
39415,1489300.945
39416,1489300.945
39417,1489300.945
39418,1489300.945
39419,1489300.945
39420,1489300.945
39421,1489300.945
39422,1489300.945
39423,1489300.945
39424,1489300.945
39425,1489300.945
39426,1489300.945
39427,1489300.945
39428,1489300.945
39429,1489300.945
39430,1489300.945
39431,1489300.945
39432,1489300.945
39433,1489300.945
39434,1489300.945
39435,1489300.945
39436,1489300.945
39437,1489300.945
39438,1489300.945
39439,1489300.945
39440,1489300.945
39441,1489300.945
39442,1489300.945
39443,1489300.945
39444,1489300.945
39445,1489300.945
39446,1489300.945
39447,1489300.945
39448,1489300.945
39449,1489300.945
39450,1489300.945
39451,1489300.945
39452,1489300.945
39453,1489300.945
39454,1489300.945
39455,1489300.945
39456,1489300.945
39457,1489300.945
39458,1489300.945
39459,1489300.945
39460,1489300.945
39461,1489300.945
39462,1489300.945
39463,1489300.945
39464,1489300.945
39465,1489300.945
39466,1489300.945
39467,1489300.945
39468,1489300.945
39469,1489300.945
39470,1489300.945
39471,1489300.945
39472,1489300.945
39473,1489300.945
39474,1489300.945
39475,1489300.945
39476,1489300.945
39477,1489300.945
39478,1489300.945
39479,1489300.945
39480,1489300.945
39481,1489300.945
39482,1489300.945
39483,1489300.945
39484,1489300.945
39485,1489300.945
39486,1489300.945
39487,1489300.945
39488,1489300.945
39489,1489300.945
39490,1489300.945
39491,1489300.945
39492,1489300.945
39493,1489300.945
39494,1489300.945
39495,1489300.945
39496,1489300.945
39497,1489300.945
39498,1489300.945
39499,1489300.945
39500,1489300.945
39501,1489300.945
39502,1489300.945
39503,1489300.945
39504,1489300.945
39505,1489300.945
39506,1489300.945
39507,1489300.945
39508,1489300.945
39509,1489300.945
39510,1489300.945
39511,1489300.945
39512,1489300.945
39513,1489300.945
39514,1489300.945
39515,1489300.945
39516,1489300.945
39517,1489300.945
39518,1489300.945
39519,1489300.945
39520,1489300.945
39521,1489300.945
39522,1489300.945
39523,1489300.945
39524,1489300.945
39525,1489300.945
39526,1489300.945
39527,1489300.945
39528,1489300.945
39529,1489300.945
39530,1489300.945
39531,1489300.945
39532,1489300.945
39533,1489300.945
39534,1489300.945
39535,1489300.945
39536,1489300.945
39537,1489300.945
39538,1489300.945
39539,1489300.945
39540,1489300.945
39541,1489300.945
39542,1489300.945
39543,1489300.945
39544,1489300.945
39545,1489300.945
39546,1489300.945
39547,1489300.945
39548,1489300.945
39549,1489300.945
39550,1489300.945
39551,1489300.945
39552,1489300.945
39553,1489300.945
39554,1489300.945
39555,1489300.945
39556,1489300.945
39557,1489300.945
39558,1489300.945
39559,1489300.945
39560,1489300.945
39561,1489300.945
39562,1489300.945
39563,1489300.945
39564,1489300.945
39565,1489300.945
39566,1489300.945
39567,1489300.945
39568,1489300.945
39569,1489300.945
39570,1489300.945
39571,1489300.945
39572,1489300.945
39573,1489300.945
39574,1489300.945
39575,1489300.945
39576,1489300.945
39577,1489300.945
39578,1489300.945
39579,1489300.945
39580,1489300.945
39581,1489300.945
39582,1489300.945
39583,1489300.945
39584,1489300.945
39585,1489300.945
39586,1489300.945
39587,1489300.945
39588,1489300.945
39589,1489300.945
39590,1489300.945
39591,1489300.945
39592,1489300.945
39593,1489300.945
39594,1489300.945
39595,1489300.945
39596,1489300.945
39597,1489300.945
39598,1489300.945
39599,1489300.945
39600,1489300.945
39601,1489300.945
39602,1489300.945
39603,1489300.945
39604,1489300.945
39605,1489300.945
39606,1489300.945
39607,1489300.945
39608,1489300.945
39609,1489300.945
39610,1489300.945
39611,1489300.945
39612,1489300.945
39613,1489300.945
39614,1489300.945
39615,1489300.945
39616,1489300.945
39617,1489300.945
39618,1489300.945
39619,1489300.945
39620,1489300.945
39621,1489300.945
39622,1489300.945
39623,1489300.945
39624,1489300.945
39625,1489300.945
39626,1489300.945
39627,1489300.945
39628,1489300.945
39629,1489300.945
39630,1489300.945
39631,1489300.945
39632,1489300.945
39633,1489300.945
39634,1489300.945
39635,1489300.945
39636,1489300.945
39637,1489300.945
39638,1489300.945
39639,1489300.945
39640,1489300.945
39641,1489300.945
39642,1489300.945
39643,1489300.945
39644,1489300.945
39645,1489300.945
39646,1489300.945
39647,1489300.945
39648,1489300.945
39649,1489300.945
39650,1489300.945
39651,1489300.945
39652,1489300.945
39653,1489300.945
39654,1489300.945
39655,1489300.945
39656,1489300.945
39657,1489300.945
39658,1489300.945
39659,1489300.945
39660,1489300.945
39661,1489300.945
39662,1489300.945
39663,1489300.945
39664,1489300.945
39665,1489300.945
39666,1489300.945
39667,1489300.945
39668,1489300.945
39669,1489300.945
39670,1489300.945
39671,1489300.945
39672,1489300.945
39673,1489300.945
39674,1489300.945
39675,1489300.945
39676,1489300.945
39677,1489300.945
39678,1489300.945
39679,1489300.945
39680,1489300.945
39681,1489300.945
39682,1489300.945
39683,1489300.945
39684,1489300.945
39685,1489300.945
39686,1489300.945
39687,1489300.945
39688,1489300.945
39689,1489300.945
39690,1489300.945
39691,1489300.945
39692,1489300.945
39693,1489300.945
39694,1489300.945
39695,1489300.945
39696,1489300.945
39697,1489300.945
39698,1489300.945
39699,1489300.945
39700,1489300.945
39701,1489300.945
39702,1489300.945
39703,1489300.945
39704,1489300.945
39705,1489300.945
39706,1489300.945
39707,1489300.945
39708,1489300.945
39709,1489300.945
39710,1489300.945
39711,1489300.945
39712,1489300.945
39713,1489300.945
39714,1489300.945
39715,1489300.945
39716,1489300.945
39717,1489300.945
39718,1489300.945
39719,1489300.945
39720,1489300.945
39721,1489300.945
39722,1489300.945
39723,1489300.945
